best_model_final_training & 85.00\% & 62607 \\ 
best_model_final_training_bg & 85.75\% & 62607 \\ 
best_model_final_training & 88.00\% & 62935 \\ 
best_model_final_training & 87.75\% & 62935 \\ 
best_model_final_training & 87.50\% & 62935 \\ 
